video_id,episode_idx,lift_start_frame,lift_end_frame,move_start_frame,move_end_frame,lower_start_frame,lower_end_frame,start_class4,end_class4,use_for_train,Unnamed: 11,Unnamed: 12
22,10,4949,4999,5000,5071,5072,5107,2,0,1,,
22,11,5241,5276,5277,5230,5231,5376,2,1,1,,
22,12,5556,5595,5596,5636,5637,5676,3,2,1,,
22,13,5722,5759,5760,5809,5810,5884,2,3,1,,
0_flip,1,11,60,61,115,116,156,0,0,1,160.0,190.0
0_flip,2,195,233,234,280,281,327,0,1,1,330.0,350.0
0_flip,3,512,536,537,575,575,656,0,3,1,734.0,790.0
0_flip,4,932,956,957,1027,1028,1069,0,2,1,1668.0,1760.0
0_flip,5,1256,1296,1296,1342,1342,1381,1,0,1,1908.0,1948.0
0_flip,6,1570,1592,1592,1640,1641,1667,1,1,1,2046.0,2130.0
0_flip,7,1763,1790,1791,1842,1843,1887,1,3,1,3610.0,3700.0
0_flip,8,2140,2172,2173,2210,2211,2275,1,2,1,5480.0,5530.0
0_flip,9,2490,2561,2562,2605,2606,2644,3,0,1,,
0_flip,10,3341,3389,3390,3425,3426,3469,3,1,1,,
0_flip,11,3718,3777,3778,3811,3812,3874,3,3,1,,
0_flip,12,4018,4087,4115,4143,4144,4220,3,2,1,,
0_flip,13,4342,4395,4396,4468,4469,4510,2,0,1,,
0_flip,14,4715,4766,4767,4804,4805,4842,2,1,1,,
0_flip,15,5112,5150,5151,5187,5188,5249,2,2,1,,
0_flip,16,5333,5390,5391,5425,5426,5470,2,3,1,,
1_flip,2,465,538,539,575,576,639,0,1,1,124.0,286.0
1_flip,3,858,912,913,960,961,1051,0,3,1,286.0,360.0
1_flip,4,1265,1321,1322,1363,1364,1452,0,2,1,3044.0,3098.0
1_flip,5,1665,1722,1723,1780,1781,1828,1,0,1,3816.0,3904.0
1_flip,6,2055,2102,2103,2134,2135,2185,1,1,1,4926.0,5000.0
1_flip,7,2234,2289,2290,2338,2339,2420,1,3,1,,
1_flip,8,2750,2804,2805,2851,2852,2905,1,2,1,,
1_flip,9,3173,3255,3256,3319,3320,3364,3,0,1,,
1_flip,10,3917,3979,3980,4017,4018,4068,3,1,1,,
1_flip,12,4730,4793,4794,4831,4832,4900,3,2,1,,
1_flip,13,5055,5119,5120,5184,5185,5231,2,0,1,,
1_flip,14,5503,5566,5567,5600,5601,5639,2,1,1,,
1_flip,15,5863,5930,5931,5970,5971,6040,2,3,1,,
1_flip,16,6120,6187,6188,6228,6229,6287,2,2,1,,
2_flip,1,38,127,128,183,184,246,0,0,1,248.0,310.0
2_flip,2,315,367,368,391,392,460,0,1,1,594.0,690.0
2_flip,3,1682,1733,1734,1769,1770,1876,0,3,1,799.0,850.0
2_flip,4,2320,2371,2372,2457,2458,2612,0,2,1,2000.0,2060.0
2_flip,5,3313,3398,3399,3445,3446,3508,1,0,1,2118.0,2316.0
2_flip,6,3970,4026,4027,4050,4051,4112,1,1,1,3216.0,3270.0
2_flip,7,4202,4290,4291,4317,4318,4437,1,3,1,3780.0,3918.0
2_flip,9,5484,5560,5561,5656,5657,5706,3,0,1,4118.0,4190.0
2_flip,10,6115,6192,6193,6295,6296,6355,3,1,1,6626.0,6685.0
2_flip,11,6702,6768,6769,6804,6805,6887,3,3,1,,
2_flip,12,7014,7071,7096,7112,7113,7202,3,2,1,,
2_flip,13,7306,7391,7392,7433,7434,7480,2,0,1,,
2_flip,14,7923,8021,8022,8054,8055,8113,2,1,1,,
2_flip,16,8665,8745,8746,8785,8786,8869,2,3,1,,
3_flip,1,10,69,70,129,130,165,0,0,1,522.0,614.0
3_flip,2,233,295,296,337,338,385,0,1,1,740.0,780.0
3_flip,3,848,940,941,978,979,1064,0,3,1,1764.0,1798.0
3_flip,4,1239,1305,1306,1338,1339,1418,0,2,1,4010.0,4058.0
3_flip,5,1623,1675,1676,1706,1707,1760,1,0,1,4260.0,4310.0
3_flip,6,1985,2026,2027,2051,2052,2111,1,1,1,,
3_flip,7,2171,2250,2251,2292,2293,2369,1,3,1,,
3_flip,8,2563,2623,2624,2654,2655,2734,1,2,1,,
3_flip,9,2831,2889,2890,2974,2975,3026,3,0,1,,
3_flip,10,3404,3457,3458,3501,3502,3544,3,1,1,,
3_flip,11,3845,3902,3908,3947,3948,4003,3,3,1,,
3_flip,12,4087,4138,4139,4184,4185,4240,3,2,1,,
3_flip,13,4318,4371,4372,4433,4434,4479,2,0,1,,
3_flip,14,4754,4826,4827,4872,4873,4916,2,1,1,,
3_flip,15,5185,5234,5235,5274,5275,5330,2,3,1,,
3_flip,16,5416,5464,5465,5499,5500,5543,2,2,1,,
4_flip,1,94,180,181,258,259,308,0,0,1,,
4_flip,2,364,388,389,458,459,505,0,1,1,506.0,538.0
4_flip,3,798,854,855,950,951,1013,0,3,1,1023.0,1056.0
4_flip,4,1374,1408,1409,1460,1461,1519,0,2,1,1164.0,1200.0
4_flip,5,1951,1988,1989,2058,2059,2090,1,0,1,1258.0,1360.0
4_flip,6,2384,2425,2426,2487,2488,2524,1,1,1,1284.0,1350.0
4_flip,7,2666,2700,2701,2750,2751,2802,1,3,1,1820.0,1900.0
4_flip,8,3205,3252,3253,3307,3308,3352,1,2,1,1900.0,1944.0
4_flip,9,3775,3827,3828,3897,3898,3934,3,0,1,2554.0,2660.0
4_flip,10,4644,4689,4690,4745,4746,4775,3,1,1,3014.0,3174.0
4_flip,11,5204,5242,5243,5294,5295,5349,3,3,1,3546.0,3676.0
4_flip,12,5465,5506,5507,5570,5571,5620,3,2,1,4204.0,4314.0
4_flip,13,5687,5737,5738,5806,5807,5845,2,0,1,4786.0,4842.0
4_flip,14,6169,6204,6205,6268,6269,6301,2,1,1,,
4_flip,15,6613,6650,6651,6720,6721,6765,2,3,1,,
4_flip,16,6869,6905,6930,6970,6971,7015,2,2,1,,
5_flip,1,124,154,155,230,231,261,0,0,1,24.0,86.0
5_flip,2,315,340,341,406,407,440,0,1,1,464.0,486.0
5_flip,3,683,715,716,771,772,808,0,3,1,3606.0,3644.0
5_flip,4,1020,1054,1065,1107,1108,1143,0,2,1,4718.0,4990.0
5_flip,5,1899,2005,2006,2051,2052,2081,1,0,1,,
5_flip,6,2286,2313,2314,2350,2351,2386,1,1,1,,
5_flip,7,2499,2531,2532,2564,2565,2604,1,3,1,,
5_flip,8,2815,2836,2837,2876,2877,2915,1,2,1,,
5_flip,9,3209,3247,3248,3289,3290,3323,3,0,1,,
5_flip,10,3478,3511,3512,3548,3549,3579,3,1,1,,
5_flip,11,3786,3814,3815,3853,3854,3885,3,3,1,,
5_flip,12,4570,4618,4619,4658,4659,4701,3,2,1,,
5_flip,13,5011,5047,5048,5087,5088,5120,2,0,1,,
5_flip,14,5376,5416,5417,5458,5459,5490,2,1,1,,
5_flip,15,5828,5858,5859,5901,5902,5930,2,3,1,,
5_flip,16,6055,6084,6085,6132,6133,6165,2,2,1,,
6_flip,1,22,86,87,170,171,236,0,0,1,4568.0,4650.0
6_flip,2,277,367,368,426,427,464,0,1,1,,
6_flip,3,785,880,881,953,954,1102,0,3,1,,
6_flip,4,1452,1508,1509,1577,1578,1663,0,2,1,,
6_flip,5,2220,2255,2256,2338,2339,2398,1,0,1,,
6_flip,6,2917,2945,2946,3001,3002,3044,1,1,1,,
6_flip,7,3077,3130,3131,3206,3207,3278,1,3,1,,
6_flip,8,3681,3730,3731,3789,3790,3886,1,2,1,,
6_flip,9,4239,4297,4308,4387,4388,4448,3,0,1,,
6_flip,10,4840,4919,4920,4977,4978,5022,3,1,1,,
6_flip,11,5336,5460,5461,5629,5630,5705,3,3,1,,
6_flip,12,6051,6130,6131,6199,6200,6277,3,2,1,,
6_flip,13,6550,6595,6596,6654,6655,6691,2,0,1,,
6_flip,14,6853,6899,6900,6950,6951,6995,2,1,1,,
6_flip,15,7258,7306,7307,7355,7356,7414,2,3,1,,
6_flip,16,7465,7503,7504,7546,7547,7606,2,2,1,,
7_flip,1,18,40,41,105,106,131,0,0,1,138.0,224.0
7_flip,2,319,347,348,410,411,445,0,1,1,456.0,508.0
7_flip,3,801,829,830,896,897,947,0,3,1,1316.0,1400.0
7_flip,4,1148,1179,1180,1238,1239,1274,0,2,1,2794.0,2964.0
7_flip,5,1670,1710,1711,1758,1759,1790,1,0,1,2966.0,3160.0
7_flip,6,1979,2015,2016,2056,2057,2098,1,1,1,4568.0,4710.0
7_flip,7,2219,2244,2245,2292,2293,2349,1,3,1,4864.0,4928.0
7_flip,8,2658,2692,2693,2744,2745,2786,1,2,1,,
7_flip,9,3245,3292,3293,3352,3353,3379,3,0,1,,
7_flip,10,3651,3698,3699,3732,3733,3768,3,1,1,,
7_flip,11,4112,4159,4160,4215,4216,4262,3,3,1,,
7_flip,12,4417,4466,4467,4515,4516,4555,3,2,1,,
7_flip,13,4748,4782,4783,4835,4836,4862,2,0,1,,
7_flip,14,5127,5165,5166,5211,5212,5247,2,1,1,,
7_flip,15,5570,5608,5609,5661,5662,5711,2,3,1,,
7_flip,16,5764,5807,5808,5859,5860,5899,2,2,1,,
8_flip,1,25,59,60,113,114,146,0,0,1,,
8_flip,2,250,285,286,330,331,355,0,1,1,,
8_flip,3,943,965,966,1016,1017,1051,0,3,1,,
8_flip,4,1793,1816,1817,1863,1864,1898,0,2,1,,
8_flip,5,2153,2192,2193,2230,2231,2252,1,0,1,,
8_flip,6,2402,2438,2439,2463,2464,2493,1,1,1,,
8_flip,7,2583,2624,2625,2683,2684,2729,1,3,1,,
8_flip,8,3760,3794,3795,3839,3840,3875,1,2,1,,
8_flip,9,4192,4236,4237,4271,4272,4298,3,0,1,,
8_flip,10,4541,4577,4578,4606,4607,4636,3,1,1,,
8_flip,11,5590,5630,5631,5701,5702,5735,3,3,1,,
8_flip,12,5937,5970,5971,6010,6011,6044,3,2,1,,
8_flip,13,6309,6338,6339,6396,6397,6418,2,0,1,,
8_flip,14,6611,6636,6637,6684,6685,6710,2,1,1,,
8_flip,15,6926,6960,6961,7003,7004,7031,2,3,1,,
8_flip,16,7182,7209,7210,7265,7266,7296,2,2,1,,
9_flip,1,155,191,192,273,274,305,0,0,1,,
9_flip,2,479,508,509,570,571,611,0,1,1,,
9_flip,3,996,1020,1021,1071,1072,1117,0,3,1,,
9_flip,4,1380,1406,1407,1464,1465,1511,0,2,1,,
9_flip,5,1974,2002,2003,2050,2051,2085,1,0,1,,
9_flip,6,2290,2327,2328,2376,2377,2407,1,1,1,,
9_flip,7,2492,2522,2523,2569,2570,2622,1,3,1,,
9_flip,8,2835,2871,2872,2918,2919,2955,1,2,1,,
9_flip,9,3437,3474,3475,3542,3543,3570,3,0,1,,
9_flip,10,3750,3800,3801,3848,3849,3910,3,1,1,,
9_flip,11,4130,4180,4181,4233,4234,4288,3,3,1,,
9_flip,12,4410,4457,4458,4517,4518,4558,3,2,1,,
9_flip,13,4749,4788,4789,4836,4837,4868,2,0,1,,
9_flip,14,5122,5166,5167,5210,5211,5245,2,1,1,,
9_flip,15,5478,5511,5512,5557,5558,5605,2,3,1,,
9_flip,16,5704,5738,5739,5793,5794,5837,2,2,1,,
10_flip,1,37,67,68,129,130,157,0,0,1,,
10_flip,2,230,255,256,316,317,346,0,1,1,,
10_flip,3,835,867,868,919,920,968,0,3,1,,
10_flip,4,1242,1282,1283,1330,1331,1395,0,2,1,,
10_flip,5,1767,1824,1825,1892,1893,1918,1,0,1,,
10_flip,6,2122,2147,2148,2189,2190,2219,1,1,1,,
10_flip,7,2313,2390,2391,2453,2454,2495,1,3,1,,
10_flip,8,2768,2792,2793,2840,2841,2893,1,2,1,,
10_flip,9,4039,4078,4079,4212,4213,4243,3,1,1,,
10_flip,10,4607,4651,4652,4704,4705,4750,3,2,1,,
10_flip,11,5051,5088,5089,5149,5150,5195,3,3,1,,
10_flip,12,5391,5426,5427,5498,5499,5530,2,0,1,,
10_flip,13,5825,5853,5854,5901,5902,5932,2,1,1,,
10_flip,14,6240,6273,6274,6316,6317,6371,2,3,1,,
10_flip,15,6505,6541,6542,6593,6594,6628,2,2,1,,
11_flip,1,139,175,176,253,254,283,0,0,1,,
11_flip,2,365,401,402,467,468,496,0,1,1,,
11_flip,3,726,784,785,849,850,892,0,3,1,,
11_flip,4,1108,1148,1149,1219,1220,1270,0,2,1,,
11_flip,5,1760,1790,1791,1849,1850,1887,1,0,1,,
11_flip,6,2163,2198,2199,2247,2248,2280,1,1,1,,
11_flip,7,2383,2420,2421,2494,2495,2545,1,3,1,,
11_flip,8,2945,2974,2975,3040,3041,3088,1,2,1,,
11_flip,9,3502,3543,3544,3620,3621,3651,3,0,1,,
11_flip,10,3928,3972,3973,4054,4055,4088,3,1,1,,
11_flip,11,4431,4471,4472,4553,4554,4623,3,3,1,,
11_flip,12,4755,4790,4791,4871,4872,4928,3,2,1,,
11_flip,13,5353,5395,5396,5479,5480,5516,2,0,1,,
11_flip,14,5720,5763,5764,5833,5834,5868,2,1,1,,
11_flip,15,6151,6195,6196,6277,6278,6340,2,3,1,,
11_flip,16,6471,6517,6518,6591,6592,6639,2,2,1,,
12_flip,1,35,81,82,161,162,198,0,0,1,,
12_flip,2,275,306,307,370,371,415,0,1,1,,
12_flip,3,838,873,874,938,939,1015,0,3,1,,
12_flip,4,1364,1396,1397,1458,1459,1519,0,2,1,,
12_flip,5,2200,2233,2234,2292,2293,2320,1,0,1,,
12_flip,6,2581,2617,2618,2656,2657,2701,1,1,1,,
12_flip,7,2824,2853,2854,2925,2926,2992,1,3,1,,
12_flip,8,3343,3385,3386,3438,3439,3485,1,2,1,,
12_flip,9,3916,3983,3984,4043,4044,4091,3,0,1,,
12_flip,10,4343,4400,4401,4502,4503,4534,3,1,1,,
12_flip,11,4897,4975,4976,5036,5037,5095,3,3,1,,
12_flip,12,5330,5372,5373,5427,5428,5468,3,2,1,,
12_flip,13,5700,5737,5738,5809,5810,5842,2,0,1,,
12_flip,14,6245,6285,6286,6332,6333,6365,2,1,1,,
12_flip,15,7090,7138,7139,7197,7198,7240,2,2,1,,
12_flip,16,7555,7598,7599,7661,7662,7687,2,3,1,,
13_flip,1,24,52,53,114,115,164,0,0,1,,
13_flip,2,201,234,235,289,290,333,0,1,1,,
13_flip,3,584,625,526,685,686,737,0,3,1,,
13_flip,4,940,993,994,1047,1048,1095,0,2,1,,
13_flip,5,1395,1420,1421,1477,1478,1502,1,0,1,,
13_flip,6,1728,1770,1771,1808,1809,1840,1,1,1,,
13_flip,7,1943,1982,1983,2022,2023,2075,1,3,1,,
13_flip,8,2296,2323,2324,2379,2380,2425,1,2,1,,
13_flip,9,2627,2667,2668,2730,2731,2758,3,0,1,,
13_flip,10,2934,2972,2973,3027,3028,3062,3,1,1,,
13_flip,11,3305,3345,3346,3392,3393,3440,3,3,1,,
13_flip,12,3562,3595,3596,3645,3646,3697,3,2,1,,
13_flip,13,3909,3945,3946,3995,3996,4025,2,0,1,,
13_flip,14,4177,4232,4233,4275,4276,4315,2,1,1,,
13_flip,15,4504,4571,4572,4623,4624,4663,2,3,1,,
13_flip,16,4789,4831,4832,4876,4877,4926,2,2,1,,
14_flip,1,28,57,58,117,118,146,0,0,1,,
14_flip,2,495,517,518,565,566,605,0,1,1,,
14_flip,3,840,897,898,974,975,1038,0,3,1,,
14_flip,4,1404,1432,1433,1466,1467,1527,0,2,1,,
14_flip,5,1948,1975,1976,2019,2020,2050,1,0,1,,
14_flip,6,2306,2333,2334,2362,2363,2399,1,1,1,,
14_flip,7,2564,2590,2591,2619,2620,2674,1,3,1,,
14_flip,8,2961,2990,2991,3020,3021,3083,1,2,1,,
14_flip,9,3447,3499,3500,3561,3562,3580,3,0,1,,
14_flip,10,3831,3879,3880,3920,3921,3953,3,1,1,,
14_flip,11,4560,4608,4641,4684,4685,4736,3,3,1,,
14_flip,12,5004,5049,5050,5104,5105,5176,3,2,1,,
14_flip,13,5451,5507,5508,5565,5566,5593,2,0,1,,
14_flip,14,5889,5935,5936,5980,5981,6019,2,1,1,,
14_flip,15,6386,6439,6440,6490,6491,6538,2,3,1,,
14_flip,16,6655,6695,6696,6754,6755,6809,2,2,1,,
15_flip,1,15,50,51,116,117,148,0,0,1,,
15_flip,2,225,263,264,323,324,355,0,1,1,,
15_flip,3,541,567,568,622,623,672,0,3,1,,
15_flip,4,902,933,934,964,975,1014,0,2,1,,
15_flip,5,1274,1308,1309,1368,1369,1404,1,0,1,,
15_flip,6,1603,1630,1631,1668,1669,1707,1,1,1,,
15_flip,7,1763,1795,1796,1831,1832,1884,1,3,1,,
15_flip,8,2091,2129,2130,2176,2177,2215,1,2,1,,
15_flip,9,2455,2496,2497,2573,2574,2601,3,0,1,,
15_flip,10,2814,2849,2850,2899,2900,2930,3,1,1,,
15_flip,11,3156,3195,3196,3239,3240,3287,3,3,1,,
15_flip,12,3379,3415,3416,3467,3468,3503,3,2,1,,
15_flip,13,3658,3702,3703,3768,3769,3797,2,0,1,,
15_flip,14,4052,4096,4097,4143,4144,4176,2,1,1,,
15_flip,15,4484,4522,4523,4583,4584,4629,2,3,1,,
15_flip,16,4697,4737,4738,4788,4789,4834,2,2,1,,
16_flip,1,150,173,174,257,258,289,0,0,1,,
16_flip,2,337,361,362,418,419,452,0,1,1,,
16_flip,3,681,722,723,805,806,862,0,3,1,,
16_flip,4,1102,1137,1138,1181,1182,1220,0,2,1,,
16_flip,5,1442,1471,1472,1529,1530,1565,1,0,1,,
16_flip,6,1730,1752,1753,1795,1796,1840,1,1,1,,
16_flip,7,1935,1974,1975,2029,2030,2084,1,3,1,,
16_flip,8,2344,2368,2369,2415,2416,2452,1,2,1,,
16_flip,9,2759,2796,2797,2871,2872,2910,3,0,1,,
16_flip,10,3079,3115,3116,3188,3189,3224,3,1,1,,
16_flip,11,3463,3500,3501,3578,3579,3623,3,3,1,,
16_flip,12,3727,3760,3761,3815,3816,3857,3,2,1,,
16_flip,13,4369,4395,4396,4459,4460,4490,2,0,1,,
16_flip,14,4667,4694,4695,4749,4750,4882,2,1,1,,
16_flip,15,5120,5152,5153,5215,5216,5259,2,3,1,,
16_flip,16,5337,5373,5374,5433,5434,5482,2,2,1,,
17_flip,1,93,175,176,241,242,272,0,0,1,,
17_flip,2,370,394,395,450,451,479,0,1,1,,
17_flip,3,909,948,949,1014,1015,1098,0,3,1,,
17_flip,4,1493,1553,1554,1619,1620,1671,0,2,1,,
17_flip,5,2151,2199,2200,2270,2271,2301,1,0,1,,
17_flip,6,2551,2584,2585,2636,2637,2682,1,1,1,,
17_flip,7,2789,2831,2832,2886,2887,2940,1,3,1,,
17_flip,8,3277,3323,3324,3381,3382,3434,1,2,1,,
17_flip,9,3784,3844,3845,3915,3916,3965,3,0,1,,
17_flip,10,4180,4222,4223,4281,4282,4323,3,1,1,,
17_flip,11,4616,4665,4666,4722,4723,4773,3,3,1,,
17_flip,12,4905,4940,4941,5004,5005,5043,3,2,1,,
17_flip,13,5307,5348,5349,5414,5415,5444,2,0,1,,
17_flip,14,5709,5757,5758,5808,5809,5868,2,1,1,,
17_flip,15,6171,6220,6221,6294,6295,6339,2,3,1,,
17_flip,16,6465,6513,6514,6566,6567,6607,2,2,1,,
18_flip,1,69,96,97,146,147,178,0,0,1,,
18_flip,2,252,275,276,315,316,354,0,1,1,,
18_flip,3,821,849,850,892,893,947,0,3,1,,
18_flip,4,1151,1175,1176,1218,1219,1264,0,2,1,,
18_flip,5,1714,1764,1765,1803,1804,1840,1,0,1,,
18_flip,6,2010,2038,2039,2067,2068,2105,1,1,1,,
18_flip,7,2460,2493,2494,2531,2532,2584,1,3,1,,
18_flip,8,2821,2865,2866,2901,2902,2941,1,2,1,,
18_flip,9,3227,3267,3268,3323,3324,3348,3,0,1,,
18_flip,10,3670,3708,3709,3759,3760,3790,3,1,1,,
18_flip,11,4035,4083,4084,4134,4135,4175,3,3,1,,
18_flip,12,4312,4364,4365,4417,4418,4462,3,2,1,,
18_flip,13,4690,4728,4729,4780,4781,4807,2,0,1,,
18_flip,14,5005,5046,5047,5087,5088,5123,2,1,1,,
18_flip,15,5319,5364,5365,5406,5407,5448,2,3,1,,
18_flip,16,5549,5591,5592,5635,5636,5678,2,2,1,,
19_flip,1,60,83,84,208,209,241,0,0,1,,
19_flip,2,279,306,307,438,439,475,0,1,1,,
19_flip,3,763,806,807,912,913,956,0,3,1,,
19_flip,4,1250,1291,1292,1368,1369,1411,0,2,1,,
19_flip,5,1755,1794,1795,1856,1857,1885,1,0,1,,
19_flip,6,2073,2103,2104,2157,2158,2188,1,1,1,,
19_flip,7,2264,2288,2289,2358,2359,2403,1,3,1,,
19_flip,8,2733,2761,2762,2821,2822,2871,1,2,1,,
19_flip,9,3155,3215,3216,3282,3283,3324,3,0,1,,
19_flip,10,3745,3786,3787,3877,3878,3907,3,1,1,,
19_flip,11,4190,4237,4238,4284,4285,4334,3,3,1,,
19_flip,12,4480,4517,4518,4598,4599,4643,3,2,1,,
19_flip,13,4918,4962,4963,5038,5039,5092,2,0,1,,
19_flip,14,5265,5303,5304,5371,5372,5397,2,1,1,,
19_flip,15,5664,5693,5694,5772,5773,5810,2,3,1,,
19_flip,16,5938,5969,5970,6050,6051,6102,2,2,1,,
20_flip,1,89,141,142,213,214,250,0,0,1,,
20_flip,2,282,337,338,418,419,457,0,1,1,,
20_flip,3,636,712,713,776,777,831,0,3,1,,
20_flip,4,1104,1141,1142,1202,1203,1259,0,2,1,,
20_flip,5,1638,1667,1668,1729,1730,1755,1,0,1,,
20_flip,6,1923,1952,1953,1999,2000,2030,1,1,1,,
20_flip,7,2095,2139,2140,2197,2198,2265,1,3,1,,
20_flip,8,2438,2482,2483,2544,2545,2593,1,2,1,,
20_flip,9,3065,3111,3112,3214,3215,3242,3,0,1,,
20_flip,10,3458,3500,3501,3559,3560,3585,3,1,1,,
20_flip,11,3897,3941,3942,4004,4005,4047,3,3,1,,
20_flip,12,4198,4238,4239,4306,4307,4346,3,2,1,,
20_flip,13,4572,4617,4618,4682,4683,4708,2,0,1,,
20_flip,14,4874,4911,4912,4965,4966,4996,2,1,1,,
20_flip,15,5208,5254,5255,5305,5306,5340,2,2,1,,
20_flip,16,5395,5474,5475,5528,5529,5567,2,3,1,,
21_flip,1,9,38,39,115,116,157,0,0,1,,
21_flip,2,205,242,243,308,309,369,0,1,1,,
21_flip,3,649,686,687,759,760,840,0,3,1,,
21_flip,4,1132,1157,1158,1235,1236,1307,0,2,1,,
21_flip,5,1620,1660,1661,1737,1738,1779,1,0,1,,
21_flip,6,2015,2045,2046,2099,2100,2144,1,1,1,,
21_flip,7,2218,2260,2261,2326,2327,2397,1,3,1,,
21_flip,8,3160,3253,3254,3319,3320,3380,1,2,1,,
21_flip,9,4310,4384,4385,4460,6661,4500,3,0,1,,
21_flip,10,4743,4795,4796,4860,4861,4902,3,1,1,,
21_flip,11,5223,5321,5322,5394,5395,5465,3,3,1,,
21_flip,12,5580,5666,5667,5726,5727,5818,3,2,1,,
21_flip,13,6045,6107,6108,6177,6178,6215,2,0,1,,
21_flip,14,6439,6493,6494,6565,6566,6610,2,1,1,,
21_flip,15,6980,7041,7042,7109,7110,7165,2,2,1,,
21_flip,16,7345,7393,7394,7464,7465,7544,2,3,1,,
23_flip,1,159,203,204,247,248,288,0,0,1,,
23_flip,2,354,395,396,440,441,480,0,1,1,,
23_flip,3,666,700,701,745,746,806,0,3,1,,
23_flip,4,1031,1064,1063,1107,1108,1153,0,2,1,,
23_flip,5,1608,1643,1644,1687,1688,1729,1,0,1,,
23_flip,6,1923,1958,1959,1990,1991,2030,1,1,1,,
23_flip,7,2109,2145,2146,2179,2180,2237,1,3,1,,
23_flip,8,2506,2537,2538,2568,2569,2616,1,2,1,,
23_flip,9,2947,2997,2998,3035,3036,3071,3,0,1,,
23_flip,10,3245,3291,3292,3334,3335,3374,3,1,1,,
23_flip,11,3973,4032,4033,4079,4080,4146,3,3,1,,
23_flip,12,4295,4347,4348,4388,4389,4442,3,2,1,,
23_flip,13,4724,4767,4768,4817,4818,4858,2,0,1,,
23_flip,14,5003,5050,5051,5087,5088,5129,2,1,1,,
23_flip,15,5359,5403,5404,5445,5446,5510,2,2,1,,
24_flip,1,15,66,67,140,141,180,0,0,1,,
24_flip,2,1331,1380,1381,1434,1435,1469,0,1,1,,
24_flip,3,2056,2096,2097,2151,2152,2208,0,3,1,,
24_flip,4,2450,2486,2487,2536,2537,2584,0,2,1,,
24_flip,5,3070,3114,3115,3169,3170,3201,1,0,1,,
24_flip,6,3461,3493,3494,3532,3533,3568,1,1,1,,
24_flip,7,3683,3723,3724,3769,3770,3828,1,3,1,,
24_flip,8,4183,4210,4211,4250,4251,4297,1,2,1,,
24_flip,9,4657,4709,4710,4763,4764,4796,3,0,1,,
24_flip,10,5003,5041,5042,5079,5080,5112,3,1,1,,
24_flip,11,5515,5554,5555,5595,5596,5638,3,3,1,,
24_flip,12,5761,5802,5803,5839,5840,5884,3,2,1,,
24_flip,13,6170,6218,6219,6257,6258,6288,2,0,1,,
24_flip,14,6535,6586,6587,6624,6625,6657,2,1,1,,
24_flip,15,6894,6938,6939,6968,6969,7001,2,2,1,,
24_flip,16,7115,7159,7160,7198,7199,7234,2,3,1,,
25_flip,1,60,89,90,140,141,193,0,0,1,,
25_flip,2,223,257,258,278,279,315,0,1,1,,
25_flip,3,425,457,458,486,487,558,0,3,1,,
25_flip,4,663,689,690,725,726,810,0,3,1,,
25_flip,5,1307,1335,1336,1367,1368,1396,1,0,1,,
25_flip,6,1509,1531,1532,1554,1555,1591,1,1,1,,
25_flip,7,1812,1831,1832,1858,1859,1930,1,3,1,,
25_flip,8,2076,2110,2111,2141,2142,2210,1,3,1,,
25_flip,9,2786,2815,2816,2845,2846,2881,3,0,1,,
25_flip,10,3009,3029,3030,3052,3053,3096,3,1,1,,
25_flip,11,3206,3245,3246,3274,3275,3324,3,3,1,,
25_flip,12,3352,3415,3416,3453,3454,3497,3,2,1,,
25_flip,13,3658,3681,3682,3703,3704,3744,2,0,1,,
25_flip,14,3870,3908,3909,3937,3938,3977,2,1,1,,
25_flip,15,4080,4133,4134,4176,4178,4226,2,2,1,,
25_flip,16,4238,4313,4314,4341,4342,4390,2,3,1,,
26_flip,1,70,145,146,215,216,250,0,0,1,,
26_flip,2,334,379,392,444,445,485,0,1,1,,
26_flip,3,827,919,920,982,983,1045,0,3,1,,
26_flip,4,1932,1985,1986,2044,2045,2111,0,2,1,,
26_flip,5,2424,2459,2460,2533,2534,2570,1,0,1,,
26_flip,6,2850,2893,2894,2937,2938,2985,1,1,1,,
26_flip,7,3135,3188,3189,3239,3240,3284,1,3,1,,
26_flip,8,3573,3621,3622,3673,3674,3729,1,2,1,,
26_flip,9,4029,4074,4075,4151,4152,4187,3,0,1,,
26_flip,10,4599,4676,4677,4754,4755,4802,3,1,1,,
26_flip,11,5338,5399,5400,5453,5454,5507,3,3,1,,
26_flip,12,5684,5740,5741,5800,5801,5862,3,2,1,,
26_flip,13,6056,6108,6109,6173,6174,6206,2,0,1,,
26_flip,14,6535,6582,6583,6646,6647,6690,2,1,1,,
26_flip,15,7143,7193,7194,7253,7254,7302,2,3,1,,
26_flip,16,7420,7466,7467,7520,7521,7574,2,2,1,,
27_flip,1,9,35,36,83,84,120,0,0,1,,
27_flip,2,158,193,194,245,246,285,0,1,1,,
27_flip,3,430,498,499,543,544,613,0,3,1,,
27_flip,4,1011,1061,1062,1100,1101,1204,0,2,1,,
27_flip,5,1523,1568,1569,1619,1620,1653,1,0,1,,
27_flip,6,1810,1837,1838,1872,1873,1915,1,1,1,,
27_flip,7,1943,1978,1979,2018,2019,2100,1,3,1,,
27_flip,8,2250,2302,2303,2344,2345,2405,1,2,1,,
27_flip,9,2753,2806,2807,2858,2859,2888,3,0,1,,
27_flip,10,3024,3057,3058,3109,3110,3148,3,1,1,,
